CURVE,X,Y
499,130,92.9
376,79,0
376,80,1
370,79,0
370,80,1
370,100,1
370,101,0
3240,79,0
3240,80,60.4
3240,90,68.8
3240,100,76.9
3240,110,84
3240,120,90.7
3240,130,96.8
3240,140,102.5
3708,79,0
3708,80,60.4
3708,90,68.8
3708,100,76.9
3708,110,84
3708,120,90.7
3708,130,96.8
3708,140,102.5
2498,79,0
2498,80,60.4
2498,90,68.8
2498,100,76.9
2498,110,84
2498,120,90.7
2498,130,96.8
2498,140,102.5
3284,79,0
3284,80,91.8
3284,90,104.1
3284,100,116
3153,79,0
3153,80,91.8
3153,90,104.1
3153,100,116
2079,79,0
2079,80,100.8
2079,90,115
2079,100,128.4
2079,110,140.4
2079,120,151.5
2079,130,161.7
2079,140,171.2
861,79,0
861,80,116.2
861,90,132.7
861,100,147.6
861,110,161.3
861,120,174.1
861,130,185.7
3195,79,0
3195,80,100.8
3195,90,115
3195,100,128.4
3195,110,140.4
3195,120,151.5
3195,130,161.7
3195,140,171.2
3180,79,0
3180,80,100.8
3180,90,115
3180,100,128.4
3180,110,140.4
3180,120,151.5
3180,130,161.7
3180,140,171.2
762,79,0
762,80,100.8
762,90,115
762,100,128.4
762,110,140.4
762,120,151.5
762,130,161.7
762,140,171.2
3765,79,0
3765,80,75.6
3765,90,86.2
3765,100,95.9
3765,110,104.8
3765,120,113.2
3765,130,120.7
3174,79,0
3174,80,75.6
3174,90,86.2
3174,100,96.3
3174,110,105.3
3174,120,113.6
3174,130,121.3
3174,140,128.4
3336,79,0
3336,80,75.6
3336,90,86.2
3336,100,95.9
3336,110,104.8
3336,120,113.2
3336,130,120.7
3161,79,0
3161,80,75.6
3161,90,86.2
3161,100,95.9
3161,110,104.8
3161,120,113.2
3161,130,120.7
1663,79,0
1663,80,75.6
1663,90,86.2
1663,100,95.9
1663,110,104.8
1663,120,113.2
1663,130,120.7
2072,79,0
2072,80,75.6
2072,90,86.2
2072,100,96.3
2072,110,105.3
2072,120,113.6
2072,130,121.3
2072,140,128.4
1257,79,0
1257,80,75.6
1257,90,86.2
1257,100,95.9
1257,110,104.8
1257,120,113.2
1257,130,120.7
754,79,0
754,80,75.6
754,90,86.2
754,100,96.3
754,110,105.3
754,120,113.6
754,130,121.3
754,140,128.4
1266,79,0
1266,80,116.2
1266,90,132.7
1266,100,147.6
1266,110,161.3
1266,120,174.1
1266,130,185.7
1143,79,0
1143,80,120.8
1143,90,137.7
1143,100,153.8
1143,110,168.1
1143,120,181.4
1143,130,193.6
1143,140,205
1572,79,0
1572,80,120.8
1572,90,137.7
1572,100,153.8
1572,110,168.1
1572,120,181.4
1572,130,193.6
1572,140,205
669,79,0
669,80,120.8
669,90,137.7
669,100,153.8
669,110,168.1
669,120,181.4
669,130,193.6
669,140,205
3771,79,0
3771,80,116.2
3771,90,132.7
3771,100,147.6
3771,110,161.3
3771,120,174.1
3771,130,185.7
3074,79,0
3074,80,116.2
3074,90,132.7
3074,100,147.6
3074,110,161.3
3074,120,174.1
3074,130,185.7
3342,79,0
3342,80,116.2
3342,90,132.7
3342,100,147.6
3342,110,161.3
3342,120,174.1
3342,130,185.7
1669,79,0
1669,80,116.2
1669,90,132.7
1669,100,147.6
1669,110,161.3
1669,120,174.1
1669,130,185.7
498,79,0
498,80,116.2
498,90,132.7
498,100,147.6
498,110,161.3
498,120,174.1
498,130,185.7
854,79,0
854,80,75.6
854,90,86.2
854,100,95.9
854,110,104.8
854,120,113.2
854,130,120.7
3189,79,0
3189,80,75.6
3189,90,86.2
3189,100,96.3
3189,110,105.3
3189,120,113.6
3189,130,121.3
3189,140,128.4
486,79,0
486,80,75.6
486,90,86.2
486,100,95.9
486,110,104.8
486,120,113.2
486,130,120.7
3699,79,0
3699,80,60.4
3699,90,68.8
3699,100,76.9
3699,110,84
3699,120,90.7
3699,130,96.8
3699,140,102.5
3353,79,0
3353,80,60.4
3353,90,68.8
3353,100,76.9
3353,110,84
3353,120,90.7
3353,130,96.8
3353,140,102.5
1990,79,0
1990,80,60.4
1990,90,68.8
1990,100,76.9
1990,110,84
1990,120,90.7
1990,130,96.8
1990,140,102.5
1158,79,0
1158,80,60.4
1158,90,68.8
1158,100,76.9
1158,110,84
1158,120,90.7
1158,130,96.8
1158,140,102.5
3824,79,0
3824,80,60.4
3824,90,68.8
3824,100,76.9
3824,110,84
3824,120,90.7
3824,130,96.8
3824,140,102.5
522,79,0
522,80,60.4
522,90,68.8
522,100,76.9
522,110,84
522,120,90.7
522,130,96.8
522,140,102.5
366,79,0
366,80,60.4
366,90,68.8
366,100,76.9
366,110,84
366,120,90.7
366,130,96.8
366,140,102.5
3707,79,0
3707,80,120.8
3707,90,137.7
3707,100,153.8
3707,110,168.1
3707,120,181.4
3707,130,193.6
3707,140,205
3239,79,0
3239,80,120.8
3239,90,137.7
3239,100,153.8
3239,110,168.1
3239,120,181.4
3239,130,193.6
3239,140,205
2497,79,0
2497,80,120.8
2497,90,137.7
2497,100,153.8
2497,110,168.1
2497,120,181.4
2497,130,193.6
2497,140,205
3283,79,0
3283,80,183.6
3283,90,208.2
3283,100,232
3152,79,0
3152,80,183.6
3152,90,208.2
3152,100,232
3145,79,0
3145,80,211.1
3145,90,239.5
3145,100,266.8
3343,79,0
3343,80,406.9
3343,90,464.4
3343,100,516.5
3343,110,564.5
3343,120,609.5
3343,130,650
3167,79,0
3167,80,406.9
3167,90,464.4
3167,100,516.5
3167,110,564.5
3167,120,609.5
3167,130,650
863,79,0
863,80,406.9
863,90,464.4
863,100,516.5
863,110,564.5
863,120,609.5
863,130,650
3197,79,0
3197,80,353
3197,90,402.4
3197,100,449.6
3197,110,491.2
3197,120,530.2
3197,130,565.9
3197,140,599.1
3182,79,0
3182,80,353
3182,90,402.4
3182,100,449.6
3182,110,491.2
3182,120,530.2
3182,130,565.9
3182,140,599.1
2081,79,0
2081,80,353
2081,90,402.4
2081,100,449.6
2081,110,491.2
2081,120,530.2
2081,130,565.9
2081,140,599.1
764,79,0
764,80,353
764,90,402.4
764,100,449.6
764,110,491.2
764,120,530.2
764,130,565.9
764,140,599.1
3233,79,0
3233,80,138.9
3233,90,158.3
3233,100,176.8
3233,110,193.3
3233,120,208.6
3233,130,222.7
3233,140,235.7
1085,79,0
1085,80,138.9
1085,90,158.3
1085,100,176.8
1085,110,193.3
1085,120,208.6
1085,130,222.7
1085,140,235.7
661,79,0
661,80,138.9
661,90,158.3
661,100,176.8
661,110,193.3
661,120,208.6
661,130,222.7
661,140,235.7
3818,79,0
3818,80,138.9
3818,90,158.3
3818,100,176.8
3818,110,193.3
3818,120,208.6
3818,130,222.7
3818,140,235.7
1137,79,0
1137,80,138.9
1137,90,158.3
1137,100,176.8
1137,110,193.3
1137,120,208.6
1137,130,222.7
1137,140,235.7
3691,79,0
3691,80,138.9
3691,90,158.3
3691,100,176.8
3691,110,193.3
3691,120,208.6
3691,130,222.7
3691,140,235.7
1152,79,0
1152,80,138.9
1152,90,158.3
1152,100,176.8
1152,110,193.3
1152,120,208.6
1152,130,222.7
1152,140,235.7
513,79,0
513,80,138.9
513,90,158.3
513,100,176.8
513,110,193.3
513,120,208.6
513,130,222.7
513,140,235.7
3773,79,0
3773,80,406.9
3773,90,464.4
3773,100,516.5
3773,110,564.5
3773,120,609.5
3773,130,650
3076,79,0
3076,80,406.9
3076,90,464.4
3076,100,516.5
3076,110,564.5
3076,120,609.5
3076,130,650
1268,79,0
1268,80,406.9
1268,90,464.4
1268,100,516.5
1268,110,564.5
1268,120,609.5
1268,130,650
691,79,0
691,80,422.6
691,90,481.8
691,100,538.2
691,110,588.3
691,120,634.8
691,130,677.7
691,140,717.4
3225,79,0
3225,80,422.6
3225,90,481.8
3225,100,538.2
3225,110,588.3
3225,120,634.8
3225,130,677.7
3225,140,717.4
671,79,0
671,80,422.6
671,90,481.8
671,100,538.2
671,110,588.3
671,120,634.8
671,130,677.7
671,140,717.4
1671,79,0
1671,80,406.9
1671,90,464.4
1671,100,516.5
1671,110,564.5
1671,120,609.5
1671,130,650
500,79,0
500,80,406.9
500,90,464.4
500,100,516.5
500,110,564.5
500,120,609.5
500,130,650
3190,79,0
3190,80,428.6
3190,90,488.7
3190,100,545.9
3190,110,596.5
3190,120,643.8
3190,130,687.2
3190,140,727.5
1138,79,0
1138,80,464.9
1138,90,530
1138,100,592.1
1138,110,647.1
1138,120,698.3
1138,130,745.4
1138,140,789.2
2073,79,0
2073,80,428.6
2073,90,488.7
2073,100,545.9
2073,110,596.5
2073,120,643.8
2073,130,687.2
2073,140,727.5
3175,79,0
3175,80,428.6
3175,90,488.7
3175,100,545.9
3175,110,596.5
3175,120,643.8
3175,130,687.2
3175,140,727.5
755,79,0
755,80,428.6
755,90,488.7
755,100,545.9
755,110,596.5
755,120,643.8
755,130,687.2
755,140,727.5
3709,79,0
3709,80,422.6
3709,90,481.8
3709,100,538.2
3709,110,588.3
3709,120,634.8
3709,130,677.7
3709,140,717.4
1159,79,0
1159,80,422.6
1159,90,481.8
1159,100,538.2
1159,110,588.3
1159,120,634.8
1159,130,677.7
1159,140,717.4
523,79,0
523,80,422.6
523,90,481.8
523,100,538.2
523,110,588.3
523,120,634.8
523,130,677.7
523,140,717.4
3176,79,0
3176,80,504.2
3176,90,574.9
3176,100,642.2
3176,110,701.8
3176,120,757.4
3176,130,808.5
3176,140,855.9
3191,79,0
3191,80,504.2
3191,90,574.9
3191,100,642.2
3191,110,701.8
3191,120,757.4
3191,130,808.5
3191,140,855.9
2074,79,0
2074,80,504.2
2074,90,574.9
2074,100,642.2
2074,110,701.8
2074,120,757.4
2074,130,808.5
2074,140,855.9
1086,79,0
1086,80,464.9
1086,90,530
1086,100,592.1
1086,110,647.1
1086,120,698.3
1086,130,745.4
1086,140,789.2
756,79,0
756,80,504.2
756,90,574.9
756,100,642.2
756,110,701.8
756,120,757.4
756,130,808.5
756,140,855.9
3234,79,0
3234,80,464.9
3234,90,530
3234,100,592.1
3234,110,647.1
3234,120,698.3
3234,130,745.4
3234,140,789.2
3692,79,0
3692,80,464.9
3692,90,530
3692,100,592.1
3692,110,647.1
3692,120,698.3
3692,130,745.4
3692,140,789.2
514,79,0
514,80,464.9
514,90,530
514,100,592.1
514,110,647.1
514,120,698.3
514,130,745.4
514,140,789.2
3766,79,0
3766,80,505.6
3766,90,577.2
3766,100,642
3766,110,701.7
3766,120,757.5
3766,130,807.9
3069,79,0
3069,80,505.6
3069,90,577.2
3069,100,642
3069,110,701.7
3069,120,757.5
3069,130,807.9
3337,79,0
3337,80,505.6
3337,90,577.2
3337,100,642
3337,110,701.7
3337,120,757.5
3337,130,807.9
3162,79,0
3162,80,505.6
3162,90,577.2
3162,100,642
3162,110,701.7
3162,120,757.5
3162,130,807.9
1258,79,0
1258,80,505.6
1258,90,577.2
1258,100,642
1258,110,701.7
1258,120,757.5
1258,130,807.9
3767,79,0
3767,80,581.2
3767,90,663.4
3767,100,737.9
3767,110,806.5
3767,120,870.7
3767,130,928.6
3338,79,0
3338,80,581.2
3338,90,663.4
3338,100,737.9
3338,110,806.5
3338,120,870.7
3338,130,928.6
2666,79,0
2666,80,581.2
2666,90,663.4
2666,100,737.9
2666,110,806.5
2666,120,870.7
2666,130,928.6
1665,79,0
1665,80,581.2
1665,90,663.4
1665,100,737.9
1665,110,806.5
1665,120,870.7
1665,130,928.6
1259,79,0
1259,80,581.2
1259,90,663.4
1259,100,737.9
1259,110,806.5
1259,120,870.7
1259,130,928.6
856,79,0
856,80,581.2
856,90,663.4
856,100,737.9
856,110,806.5
856,120,870.7
856,130,928.6
488,79,0
488,80,581.2
488,90,663.4
488,100,737.9
488,110,806.5
488,120,870.7
488,130,928.6
1664,79,0
1664,80,505.6
1664,90,577.2
1664,100,642
1664,110,701.7
1664,120,757.5
1664,130,807.9
855,79,0
855,80,505.6
855,90,577.2
855,100,642
855,110,701.7
855,120,757.5
855,130,807.9
487,79,0
487,80,505.6
487,90,577.2
487,100,642
487,110,701.7
487,120,757.5
487,130,807.9
3154,79,0
3154,80,642.4
3154,90,728.8
3154,100,811.9
3146,79,0
3146,80,917.8
3146,90,1041.1
3146,100,1159.9
3144,79,0
3144,80,706.7
3144,90,801.6
3144,100,893.1
1575,79,0
1575,80,603.8
1575,90,688.3
1575,100,768.9
1575,110,840.4
1575,120,906.9
1575,130,968.1
1575,140,1024.9
692,79,0
692,80,603.8
692,90,688.3
692,100,768.9
692,110,840.4
692,120,906.9
692,130,968.1
692,140,1024.9
662,79,0
662,80,603.8
662,90,688.3
662,100,768.9
662,110,840.4
662,120,906.9
662,130,968.1
662,140,1024.9
1087,79,0
1087,80,603.8
1087,90,688.3
1087,100,768.9
1087,110,840.4
1087,120,906.9
1087,130,968.1
1087,140,1024.9
3226,79,0
3226,80,603.8
3226,90,688.3
3226,100,768.9
3226,110,840.4
3226,120,906.9
3226,130,968.1
3226,140,1024.9
1139,79,0
1139,80,603.8
1139,90,688.3
1139,100,768.9
1139,110,840.4
1139,120,906.9
1139,130,968.1
1139,140,1024.9
3693,79,0
3693,80,603.8
3693,90,688.3
3693,100,768.9
3693,110,840.4
3693,120,906.9
3693,130,968.1
3693,140,1024.9
3415,79,0
3415,80,603.8
3415,90,688.3
3415,100,768.9
3415,110,840.4
3415,120,906.9
3415,130,968.1
3415,140,1024.9
3354,79,0
3354,80,603.8
3354,90,688.3
3354,100,768.9
3354,110,840.4
3354,120,906.9
3354,130,968.1
3354,140,1024.9
3235,79,0
3235,80,603.8
3235,90,688.3
3235,100,768.9
3235,110,840.4
3235,120,906.9
3235,130,968.1
3235,140,1024.9
1991,79,0
1991,80,603.8
1991,90,688.3
1991,100,768.9
1991,110,840.4
1991,120,906.9
1991,130,968.1
1991,140,1024.9
2500,79,0
2500,80,603.8
2500,90,688.3
2500,100,768.9
2500,110,840.4
2500,120,906.9
2500,130,968.1
2500,140,1024.9
1153,79,0
1153,80,603.8
1153,90,688.3
1153,100,768.9
1153,110,840.4
1153,120,906.9
1153,130,968.1
1153,140,1024.9
515,79,0
515,80,603.8
515,90,688.3
515,100,768.9
515,110,840.4
515,120,906.9
515,130,968.1
515,140,1024.9
3148,79,0
3148,101,0
3148,102,1
1261,79,0
1261,130,0
1261,131,1
491,79,0
491,130,0
491,131,1
664,79,0
664,140,0
664,141,1
372,79,0
372,140,0
372,141,1
663,79,0
663,100,0
663,101,1
663,140,1
663,141,0
490,79,0
490,100,0
490,101,1
490,130,1
490,131,0
3147,79,0
3147,100,0
3147,101,1
3147,102,0
1260,79,0
1260,100,0
1260,101,1
1260,130,1
1260,131,0
371,79,0
371,100,0
371,101,1
371,140,1
371,141,0
368,79,0
368,80,603.8
368,90,688.3
368,100,768.9
368,110,840.4
368,120,906.9
368,130,968.1
368,140,1024.9
1145,79,0
1145,80,422.6
1145,90,481.8
1145,100,538.2
1145,110,588.3
1145,120,634.8
1145,130,677.7
1145,140,717.4
3700,79,0
3700,80,422.6
3700,90,481.8
3700,100,538.2
3700,110,588.3
3700,120,634.8
3700,130,677.7
3700,140,717.4
2499,79,0
2499,80,422.6
2499,90,481.8
2499,100,538.2
2499,110,588.3
2499,120,634.8
2499,130,677.7
2499,140,717.4
1574,79,0
1574,80,422.6
1574,90,481.8
1574,100,538.2
1574,110,588.3
1574,120,634.8
1574,130,677.7
1574,140,717.4
367,79,0
367,80,422.6
367,90,481.8
367,100,538.2
367,110,588.3
367,120,634.8
367,130,677.7
367,140,717.4
3698,79,0
3698,80,120.8
3698,90,137.7
3698,100,153.8
3698,110,168.1
3698,120,181.4
3698,130,193.6
3698,140,205
3352,79,0
3352,80,120.8
3352,90,137.7
3352,100,153.8
3352,110,168.1
3352,120,181.4
3352,130,193.6
3352,140,205
1157,79,0
1157,80,120.8
1157,90,137.7
1157,100,153.8
1157,110,168.1
1157,120,181.4
1157,130,193.6
1157,140,205
3823,79,0
3823,80,120.8
3823,90,137.7
3823,100,153.8
3823,110,168.1
3823,120,181.4
3823,130,193.6
3823,140,205
521,79,0
521,80,120.8
521,90,137.7
521,100,153.8
521,110,168.1
521,120,181.4
521,130,193.6
521,140,205
365,79,0
365,80,120.8
365,90,137.7
365,100,153.8
365,110,168.1
365,120,181.4
365,130,193.6
365,140,205
2311,85,0
2311,86,1
2311,87,0
346,85,0
346,86,1
346,87,0
1224,75,0
1224,76,1
1224,77,0
281,75,0
281,76,1
281,77,0
122,89,0
1012,89,0
1012,90,0.1
2847,89,0
2847,90,0.1
1193,89,0
1193,90,0.15
3579,89,0
3579,90,0.15
1894,89,0
1894,90,0.19
1002,89,0
1002,90,0.19
1011,89,0
1011,90,0.2
588,89,0
588,90,0.19
247,89,0
247,90,0.15
127,89,0
127,90,0.1
1195,89,0
1195,90,0.25
1104,89,0
1104,90,0.2
1194,89,0
1194,90,0.6
927,89,0
927,90,0.3
249,89,0
249,90,0.25
3580,89,0
3580,90,0.6
1013,89,0
1013,90,0.7
596,89,0
596,90,0.7
248,89,0
248,90,0.6
2806,89,0
2806,90,0.8
1105,89,0
1105,90,0.8
1003,89,0
1003,90,0.81
2511,89,0
2511,90,0.81
1004,89,0
1004,90,1
999,89,0
999,90,1
999,110,1
999,111,0
589,89,0
589,90,0.81
255,89,0
255,90,0.8
128,89,0
128,90,0.7
126,89,0
126,90,0.2
3757,89,0
3757,90,48.5
3757,100,54.4
3757,110,59.9
3757,120,65
3757,130,69.7
3757,140,73.8
3757,150,77.6
3757,160,81.1
3757,170,84.3
3757,180,87.2
3757,190,89.9
3757,200,92.2
3757,210,94.4
3757,220,96.3
1899,89,0
1899,90,48.5
1899,100,54.4
1899,110,59.9
1899,120,65
1899,130,69.7
1899,140,73.8
1899,150,77.6
1899,160,81.1
1899,170,84.3
1899,180,87.2
1899,190,89.9
1899,200,92.2
1899,210,94.4
1899,220,96.3
3743,89,0
3743,90,48.5
3743,100,54.4
3743,110,59.9
3743,120,65
3743,130,69.7
3743,140,73.8
3743,150,77.6
3743,160,81.1
3743,170,84.3
3743,180,87.2
3743,190,89.9
3743,200,92.2
3743,210,94.4
3743,220,96.3
2845,89,0
2845,90,48.5
2845,100,54.4
2845,110,59.9
2845,120,65
2845,130,69.7
2845,140,73.8
2845,150,77.6
2845,160,81.1
2845,170,84.3
2845,180,87.2
2845,190,89.9
2845,200,92.2
2845,210,94.4
2845,220,96.3
1009,89,0
1009,90,48.5
1009,100,54.4
1009,110,59.9
1009,120,65
1009,130,69.7
1009,140,73.8
1009,150,77.6
1009,160,81.1
1009,170,84.3
1009,180,87.2
1009,190,89.9
1009,200,92.2
1009,210,94.4
1009,220,96.3
2733,89,0
2733,90,48.5
2733,100,54.4
2733,110,59.9
2733,120,65
2733,130,69.7
2733,140,73.8
2733,150,77.6
2733,160,81.1
2733,170,84.3
2733,180,87.2
2733,190,89.9
2733,200,92.2
2733,210,94.4
2733,220,96.3
2516,89,0
2516,90,48.5
2516,100,54.4
2516,110,59.9
2516,120,65
2516,130,69.7
2516,140,73.8
2516,150,77.6
2516,160,81.1
2516,170,84.3
2516,180,87.2
2516,190,89.9
2516,200,92.2
2516,210,94.4
2516,220,96.3
3328,89,0
3328,90,48.5
3328,100,54.4
3328,110,59.9
3328,120,65
3328,130,69.7
3328,140,73.8
3328,150,77.6
3328,160,81.1
3328,170,84.3
3328,180,87.2
3328,190,89.9
3328,200,92.2
3328,210,94.4
3328,220,96.3
2190,89,0
2190,90,48.5
2190,100,54.4
2190,110,59.9
2190,120,65
2190,130,69.7
2190,140,73.8
2190,150,77.6
2190,160,81.1
2190,170,84.3
2190,180,87.2
2190,190,89.9
2190,200,92.2
2190,210,94.4
2190,220,96.3
594,89,0
594,90,48.5
594,100,54.4
594,110,59.9
594,120,65
594,130,69.7
594,140,73.8
594,150,77.6
594,160,81.1
594,170,84.3
594,180,87.2
594,190,89.9
594,200,92.2
594,210,94.4
594,220,96.3
129,89,0
129,90,1
123,89,0
123,90,1
123,110,1
123,111,0
1187,89,0
1187,90,66.6
1187,100,75.4
1187,110,83.4
1187,120,90.9
1187,130,97.8
1187,140,104.1
1187,150,109.8
1187,160,115
2811,89,0
2811,90,87.1
2811,100,99.6
2811,110,111.2
2811,120,121.2
2811,130,130.5
2811,140,138.8
2811,150,146.4
2811,160,153.3
1207,89,0
1207,90,87.1
1207,100,99.6
1207,110,111.2
1207,120,121.2
1207,130,130.5
1207,140,138.8
1207,150,146.4
1207,160,153.3
941,89,0
941,90,87.1
941,100,99.6
941,110,111.2
941,120,121.2
941,130,130.5
941,140,138.8
941,150,146.4
941,160,153.3
3588,89,0
3588,90,87.1
3588,100,99.6
3588,110,111.2
3588,120,121.2
3588,130,130.5
3588,140,138.8
3588,150,146.4
3588,160,153.3
2804,89,0
2804,90,88.8
2804,100,100.5
2804,110,111.2
2804,120,121.2
2804,130,130.5
2804,140,138.8
2804,150,146.4
2804,160,153.3
1199,89,0
1199,90,88.8
1199,100,100.5
1199,110,111.2
1199,120,121.2
1199,130,130.5
1199,140,138.8
1199,150,146.4
1199,160,153.3
2044,89,0
2044,90,87.1
2044,100,99.6
2044,110,111.2
2044,120,121.2
2044,130,130.5
2044,140,138.8
2044,150,146.4
2044,160,153.3
1112,89,0
1112,90,87.1
1112,100,99.6
1112,110,111.2
1112,120,121.2
