CURVE,X,Y
507,110,80.7
507,120,87.1
507,130,92.9
386,79,0
386,80,1
380,79,0
380,80,1
380,100,1
380,101,0
3224,79,0
3224,80,60.4
3224,90,68.8
3224,100,76.9
3224,110,84
3224,120,90.7
3224,130,96.8
3224,140,102.5
3698,79,0
3698,80,60.4
3698,90,68.8
3698,100,76.9
3698,110,84
3698,120,90.7
3698,130,96.8
3698,140,102.5
2497,79,0
2497,80,60.4
2497,90,68.8
2497,100,76.9
2497,110,84
2497,120,90.7
2497,130,96.8
2497,140,102.5
3270,79,0
3270,80,91.8
3270,90,104.1
3270,100,116
3137,79,0
3137,80,91.8
3137,90,104.1
3137,100,116
2079,79,0
2079,80,100.8
2079,90,115
2079,100,128.4
2079,110,140.4
2079,120,151.5
2079,130,161.7
2079,140,171.2
871,79,0
871,80,116.2
871,90,132.7
871,100,147.6
871,110,161.3
871,120,174.1
871,130,185.7
3179,79,0
3179,80,100.8
3179,90,115
3179,100,128.4
3179,110,140.4
3179,120,151.5
3179,130,161.7
3179,140,171.2
3164,79,0
3164,80,100.8
3164,90,115
3164,100,128.4
3164,110,140.4
3164,120,151.5
3164,130,161.7
3164,140,171.2
778,79,0
778,80,100.8
778,90,115
778,100,128.4
778,110,140.4
778,120,151.5
778,130,161.7
778,140,171.2
3762,79,0
3762,80,75.6
3762,90,86.2
3762,100,95.9
3762,110,104.8
3762,120,113.2
3762,130,120.7
3158,79,0
3158,80,75.6
3158,90,86.2
3158,100,96.3
3158,110,105.3
3158,120,113.6
3158,130,121.3
3158,140,128.4
3322,79,0
3322,80,75.6
3322,90,86.2
3322,100,95.9
3322,110,104.8
3322,120,113.2
3322,130,120.7
3145,79,0
3145,80,75.6
3145,90,86.2
3145,100,95.9
3145,110,104.8
3145,120,113.2
3145,130,120.7
1671,79,0
1671,80,75.6
1671,90,86.2
1671,100,95.9
1671,110,104.8
1671,120,113.2
1671,130,120.7
2072,79,0
2072,80,75.6
2072,90,86.2
2072,100,96.3
2072,110,105.3
2072,120,113.6
2072,130,121.3
2072,140,128.4
1266,79,0
1266,80,75.6
1266,90,86.2
1266,100,95.9
1266,110,104.8
1266,120,113.2
1266,130,120.7
770,79,0
770,80,75.6
770,90,86.2
770,100,96.3
770,110,105.3
770,120,113.6
770,130,121.3
770,140,128.4
1275,79,0
1275,80,116.2
1275,90,132.7
1275,100,147.6
1275,110,161.3
1275,120,174.1
1275,130,185.7
1152,79,0
1152,80,120.8
1152,90,137.7
1152,100,153.8
1152,110,168.1
1152,120,181.4
1152,130,193.6
1152,140,205
1583,79,0
1583,80,120.8
1583,90,137.7
1583,100,153.8
1583,110,168.1
1583,120,181.4
1583,130,193.6
1583,140,205
682,79,0
682,80,120.8
682,90,137.7
682,100,153.8
682,110,168.1
682,120,181.4
682,130,193.6
682,140,205
3768,79,0
3768,80,116.2
3768,90,132.7
3768,100,147.6
3768,110,161.3
3768,120,174.1
3768,130,185.7
3056,79,0
3056,80,116.2
3056,90,132.7
3056,100,147.6
3056,110,161.3
3056,120,174.1
3056,130,185.7
3328,79,0
3328,80,116.2
3328,90,132.7
3328,100,147.6
3328,110,161.3
3328,120,174.1
3328,130,185.7
1677,79,0
1677,80,116.2
1677,90,132.7
1677,100,147.6
1677,110,161.3
1677,120,174.1
1677,130,185.7
506,79,0
506,80,116.2
506,90,132.7
506,100,147.6
506,110,161.3
506,120,174.1
506,130,185.7
864,79,0
864,80,75.6
864,90,86.2
864,100,95.9
864,110,104.8
864,120,113.2
864,130,120.7
3173,79,0
3173,80,75.6
3173,90,86.2
3173,100,96.3
3173,110,105.3
3173,120,113.6
3173,130,121.3
3173,140,128.4
494,79,0
494,80,75.6
494,90,86.2
494,100,95.9
494,110,104.8
494,120,113.2
494,130,120.7
3689,79,0
3689,80,60.4
3689,90,68.8
3689,100,76.9
3689,110,84
3689,120,90.7
3689,130,96.8
3689,140,102.5
3339,79,0
3339,80,60.4
3339,90,68.8
3339,100,76.9
3339,110,84
3339,120,90.7
3339,130,96.8
3339,140,102.5
1992,79,0
1992,80,60.4
1992,90,68.8
1992,100,76.9
1992,110,84
1992,120,90.7
1992,130,96.8
1992,140,102.5
1167,79,0
1167,80,60.4
1167,90,68.8
1167,100,76.9
1167,110,84
1167,120,90.7
1167,130,96.8
1167,140,102.5
3830,79,0
3830,80,60.4
3830,90,68.8
3830,100,76.9
3830,110,84
3830,120,90.7
3830,130,96.8
3830,140,102.5
530,79,0
530,80,60.4
530,90,68.8
530,100,76.9
530,110,84
530,120,90.7
530,130,96.8
530,140,102.5
376,79,0
376,80,60.4
376,90,68.8
376,100,76.9
376,110,84
376,120,90.7
376,130,96.8
376,140,102.5
3697,79,0
3697,80,120.8
3697,90,137.7
3697,100,153.8
3697,110,168.1
3697,120,181.4
3697,130,193.6
3697,140,205
3223,79,0
3223,80,120.8
3223,90,137.7
3223,100,153.8
3223,110,168.1
3223,120,181.4
3223,130,193.6
3223,140,205
2496,79,0
2496,80,120.8
2496,90,137.7
2496,100,153.8
2496,110,168.1
2496,120,181.4
2496,130,193.6
2496,140,205
3269,79,0
3269,80,183.6
3269,90,208.2
3269,100,232
3136,79,0
3136,80,183.6
3136,90,208.2
3136,100,232
3129,79,0
3129,80,211.1
3129,90,239.5
3129,100,266.8
3329,79,0
3329,80,406.9
3329,90,464.4
3329,100,516.5
3329,110,564.5
3329,120,609.5
3329,130,650
3151,79,0
3151,80,406.9
3151,90,464.4
3151,100,516.5
3151,110,564.5
3151,120,609.5
3151,130,650
873,79,0
873,80,406.9
873,90,464.4
873,100,516.5
873,110,564.5
873,120,609.5
873,130,650
3181,79,0
3181,80,353
3181,90,402.4
3181,100,449.6
3181,110,491.2
3181,120,530.2
3181,130,565.9
3181,140,599.1
3166,79,0
3166,80,353
3166,90,402.4
3166,100,449.6
3166,110,491.2
3166,120,530.2
3166,130,565.9
3166,140,599.1
2081,79,0
2081,80,353
2081,90,402.4
2081,100,449.6
2081,110,491.2
2081,120,530.2
2081,130,565.9
2081,140,599.1
780,79,0
780,80,353
780,90,402.4
780,100,449.6
780,110,491.2
780,120,530.2
780,130,565.9
780,140,599.1
3217,79,0
3217,80,138.9
3217,90,158.3
3217,100,176.8
3217,110,193.3
3217,120,208.6
3217,130,222.7
3217,140,235.7
1093,79,0
1093,80,138.9
1093,90,158.3
1093,100,176.8
1093,110,193.3
1093,120,208.6
1093,130,222.7
1093,140,235.7
674,79,0
674,80,138.9
674,90,158.3
674,100,176.8
674,110,193.3
674,120,208.6
674,130,222.7
674,140,235.7
3824,79,0
3824,80,138.9
3824,90,158.3
3824,100,176.8
3824,110,193.3
3824,120,208.6
3824,130,222.7
3824,140,235.7
1146,79,0
1146,80,138.9
1146,90,158.3
1146,100,176.8
1146,110,193.3
1146,120,208.6
1146,130,222.7
1146,140,235.7
3681,79,0
3681,80,138.9
3681,90,158.3
3681,100,176.8
3681,110,193.3
3681,120,208.6
3681,130,222.7
3681,140,235.7
1161,79,0
1161,80,138.9
1161,90,158.3
1161,100,176.8
1161,110,193.3
1161,120,208.6
1161,130,222.7
1161,140,235.7
521,79,0
521,80,138.9
521,90,158.3
521,100,176.8
521,110,193.3
521,120,208.6
521,130,222.7
521,140,235.7
3770,79,0
3770,80,406.9
3770,90,464.4
3770,100,516.5
3770,110,564.5
3770,120,609.5
3770,130,650
3058,79,0
3058,80,406.9
3058,90,464.4
3058,100,516.5
3058,110,564.5
3058,120,609.5
3058,130,650
1277,79,0
1277,80,406.9
1277,90,464.4
1277,100,516.5
1277,110,564.5
1277,120,609.5
1277,130,650
704,79,0
704,80,422.6
704,90,481.8
704,100,538.2
704,110,588.3
704,120,634.8
704,130,677.7
704,140,717.4
3209,79,0
3209,80,422.6
3209,90,481.8
3209,100,538.2
3209,110,588.3
3209,120,634.8
3209,130,677.7
3209,140,717.4
684,79,0
684,80,422.6
684,90,481.8
684,100,538.2
684,110,588.3
684,120,634.8
684,130,677.7
684,140,717.4
1679,79,0
1679,80,406.9
1679,90,464.4
1679,100,516.5
1679,110,564.5
1679,120,609.5
1679,130,650
508,79,0
508,80,406.9
508,90,464.4
508,100,516.5
508,110,564.5
508,120,609.5
508,130,650
3174,79,0
3174,80,428.6
3174,90,488.7
3174,100,545.9
3174,110,596.5
3174,120,643.8
3174,130,687.2
3174,140,727.5
1147,79,0
1147,80,464.9
1147,90,530
1147,100,592.1
1147,110,647.1
1147,120,698.3
1147,130,745.4
1147,140,789.2
2073,79,0
2073,80,428.6
2073,90,488.7
2073,100,545.9
2073,110,596.5
2073,120,643.8
2073,130,687.2
2073,140,727.5
3159,79,0
3159,80,428.6
3159,90,488.7
3159,100,545.9
3159,110,596.5
3159,120,643.8
3159,130,687.2
3159,140,727.5
771,79,0
771,80,428.6
771,90,488.7
771,100,545.9
771,110,596.5
771,120,643.8
771,130,687.2
771,140,727.5
3699,79,0
3699,80,422.6
3699,90,481.8
3699,100,538.2
3699,110,588.3
3699,120,634.8
3699,130,677.7
3699,140,717.4
1168,79,0
1168,80,422.6
1168,90,481.8
1168,100,538.2
1168,110,588.3
1168,120,634.8
1168,130,677.7
1168,140,717.4
531,79,0
531,80,422.6
531,90,481.8
531,100,538.2
531,110,588.3
531,120,634.8
531,130,677.7
531,140,717.4
3160,79,0
3160,80,504.2
3160,90,574.9
3160,100,642.2
3160,110,701.8
3160,120,757.4
3160,130,808.5
3160,140,855.9
3175,79,0
3175,80,504.2
3175,90,574.9
3175,100,642.2
3175,110,701.8
3175,120,757.4
3175,130,808.5
3175,140,855.9
2074,79,0
2074,80,504.2
2074,90,574.9
2074,100,642.2
2074,110,701.8
2074,120,757.4
2074,130,808.5
2074,140,855.9
1094,79,0
1094,80,464.9
1094,90,530
1094,100,592.1
1094,110,647.1
1094,120,698.3
1094,130,745.4
1094,140,789.2
772,79,0
772,80,504.2
772,90,574.9
772,100,642.2
772,110,701.8
772,120,757.4
772,130,808.5
772,140,855.9
3218,79,0
3218,80,464.9
3218,90,530
3218,100,592.1
3218,110,647.1
3218,120,698.3
3218,130,745.4
3218,140,789.2
3682,79,0
3682,80,464.9
3682,90,530
3682,100,592.1
3682,110,647.1
3682,120,698.3
3682,130,745.4
3682,140,789.2
522,79,0
522,80,464.9
522,90,530
522,100,592.1
522,110,647.1
522,120,698.3
522,130,745.4
522,140,789.2
3763,79,0
3763,80,505.6
3763,90,577.2
3763,100,642
3763,110,701.7
3763,120,757.5
3763,130,807.9
3051,79,0
3051,80,505.6
3051,90,577.2
3051,100,642
3051,110,701.7
3051,120,757.5
3051,130,807.9
3323,79,0
3323,80,505.6
3323,90,577.2
3323,100,642
3323,110,701.7
3323,120,757.5
3323,130,807.9
3146,79,0
3146,80,505.6
3146,90,577.2
3146,100,642
3146,110,701.7
3146,120,757.5
3146,130,807.9
1267,79,0
1267,80,505.6
1267,90,577.2
1267,100,642
1267,110,701.7
1267,120,757.5
1267,130,807.9
3764,79,0
3764,80,581.2
3764,90,663.4
3764,100,737.9
3764,110,806.5
3764,120,870.7
3764,130,928.6
3324,79,0
3324,80,581.2
3324,90,663.4
3324,100,737.9
3324,110,806.5
3324,120,870.7
3324,130,928.6
2661,79,0
2661,80,581.2
2661,90,663.4
2661,100,737.9
2661,110,806.5
2661,120,870.7
2661,130,928.6
1673,79,0
1673,80,581.2
1673,90,663.4
1673,100,737.9
1673,110,806.5
1673,120,870.7
1673,130,928.6
1268,79,0
1268,80,581.2
1268,90,663.4
1268,100,737.9
1268,110,806.5
1268,120,870.7
1268,130,928.6
866,79,0
866,80,581.2
866,90,663.4
866,100,737.9
866,110,806.5
866,120,870.7
866,130,928.6
496,79,0
496,80,581.2
496,90,663.4
496,100,737.9
496,110,806.5
496,120,870.7
496,130,928.6
1672,79,0
1672,80,505.6
1672,90,577.2
1672,100,642
1672,110,701.7
1672,120,757.5
1672,130,807.9
865,79,0
865,80,505.6
865,90,577.2
865,100,642
865,110,701.7
865,120,757.5
865,130,807.9
495,79,0
495,80,505.6
495,90,577.2
495,100,642
495,110,701.7
495,120,757.5
495,130,807.9
3138,79,0
3138,80,642.4
3138,90,728.8
3138,100,811.9
3130,79,0
3130,80,917.8
3130,90,1041.1
3130,100,1159.9
3128,79,0
3128,80,706.7
3128,90,801.6
3128,100,893.1
1586,79,0
1586,80,603.8
1586,90,688.3
1586,100,768.9
1586,110,840.4
1586,120,906.9
1586,130,968.1
1586,140,1024.9
705,79,0
705,80,603.8
705,90,688.3
705,100,768.9
705,110,840.4
705,120,906.9
705,130,968.1
705,140,1024.9
675,79,0
675,80,603.8
675,90,688.3
675,100,768.9
675,110,840.4
675,120,906.9
675,130,968.1
675,140,1024.9
1095,79,0
1095,80,603.8
1095,90,688.3
1095,100,768.9
1095,110,840.4
1095,120,906.9
1095,130,968.1
1095,140,1024.9
3210,79,0
3210,80,603.8
3210,90,688.3
3210,100,768.9
3210,110,840.4
3210,120,906.9
3210,130,968.1
3210,140,1024.9
1148,79,0
1148,80,603.8
1148,90,688.3
1148,100,768.9
1148,110,840.4
1148,120,906.9
1148,130,968.1
1148,140,1024.9
3683,79,0
3683,80,603.8
3683,90,688.3
3683,100,768.9
3683,110,840.4
3683,120,906.9
3683,130,968.1
3683,140,1024.9
3410,79,0
3410,80,603.8
3410,90,688.3
3410,100,768.9
3410,110,840.4
3410,120,906.9
3410,130,968.1
3410,140,1024.9
3340,79,0
3340,80,603.8
3340,90,688.3
3340,100,768.9
3340,110,840.4
3340,120,906.9
3340,130,968.1
3340,140,1024.9
3219,79,0
3219,80,603.8
3219,90,688.3
3219,100,768.9
3219,110,840.4
3219,120,906.9
3219,130,968.1
3219,140,1024.9
1993,79,0
1993,80,603.8
1993,90,688.3
1993,100,768.9
1993,110,840.4
1993,120,906.9
1993,130,968.1
1993,140,1024.9
2499,79,0
2499,80,603.8
2499,90,688.3
2499,100,768.9
2499,110,840.4
2499,120,906.9
2499,130,968.1
2499,140,1024.9
1162,79,0
1162,80,603.8
1162,90,688.3
1162,100,768.9
1162,110,840.4
1162,120,906.9
1162,130,968.1
1162,140,1024.9
523,79,0
523,80,603.8
523,90,688.3
523,100,768.9
523,110,840.4
523,120,906.9
523,130,968.1
523,140,1024.9
3132,79,0
3132,101,0
3132,102,1
1270,79,0
1270,130,0
1270,131,1
499,79,0
499,130,0
499,131,1
677,79,0
677,140,0
677,141,1
382,79,0
382,140,0
382,141,1
676,79,0
676,100,0
676,101,1
676,140,1
676,141,0
498,79,0
498,100,0
498,101,1
498,130,1
498,131,0
3131,79,0
3131,100,0
3131,101,1
3131,102,0
1269,79,0
1269,100,0
1269,101,1
1269,130,1
1269,131,0
381,79,0
381,100,0
381,101,1
381,140,1
381,141,0
378,79,0
378,80,603.8
378,90,688.3
378,100,768.9
378,110,840.4
378,120,906.9
378,130,968.1
378,140,1024.9
1154,79,0
1154,80,422.6
1154,90,481.8
1154,100,538.2
1154,110,588.3
1154,120,634.8
1154,130,677.7
1154,140,717.4
3690,79,0
3690,80,422.6
3690,90,481.8
3690,100,538.2
3690,110,588.3
3690,120,634.8
3690,130,677.7
3690,140,717.4
2498,79,0
2498,80,422.6
2498,90,481.8
2498,100,538.2
2498,110,588.3
2498,120,634.8
2498,130,677.7
2498,140,717.4
1585,79,0
1585,80,422.6
1585,90,481.8
1585,100,538.2
1585,110,588.3
1585,120,634.8
1585,130,677.7
1585,140,717.4
377,79,0
377,80,422.6
377,90,481.8
377,100,538.2
377,110,588.3
377,120,634.8
377,130,677.7
377,140,717.4
3688,79,0
3688,80,120.8
3688,90,137.7
3688,100,153.8
3688,110,168.1
3688,120,181.4
3688,130,193.6
3688,140,205
3338,79,0
3338,80,120.8
3338,90,137.7
3338,100,153.8
3338,110,168.1
3338,120,181.4
3338,130,193.6
3338,140,205
1166,79,0
1166,80,120.8
1166,90,137.7
1166,100,153.8
1166,110,168.1
1166,120,181.4
1166,130,193.6
1166,140,205
3829,79,0
3829,80,120.8
3829,90,137.7
3829,100,153.8
3829,110,168.1
3829,120,181.4
3829,130,193.6
3829,140,205
529,79,0
529,80,120.8
529,90,137.7
529,100,153.8
529,110,168.1
529,120,181.4
529,130,193.6
529,140,205
375,79,0
375,80,120.8
375,90,137.7
375,100,153.8
375,110,168.1
375,120,181.4
375,130,193.6
375,140,205
2303,85,0
2303,86,1
2303,87,0
356,85,0
356,86,1
356,87,0
1233,75,0
1233,76,1
1233,77,0
286,75,0
286,76,1
286,77,0
122,89,0
1016,89,0
1016,90,0.1
2849,89,0
2849,90,0.1
1202,89,0
1202,90,0.15
3567,89,0
3567,90,0.15
1893,89,0
1893,90,0.19
1006,89,0
1006,90,0.19
1015,89,0
1015,90,0.2
601,89,0
601,90,0.19
252,89,0
252,90,0.15
127,89,0
127,90,0.1
1204,89,0
1204,90,0.25
1112,89,0
1112,90,0.2
1203,89,0
1203,90,0.6
931,89,0
931,90,0.3
254,89,0
254,90,0.25
3568,89,0
3568,90,0.6
1017,89,0
1017,90,0.7
609,89,0
609,90,0.7
253,89,0
253,90,0.6
2808,89,0
2808,90,0.8
1113,89,0
1113,90,0.8
1007,89,0
1007,90,0.81
2510,89,0
2510,90,0.81
1008,89,0
1008,90,1
1003,89,0
1003,90,1
1003,110,1
1003,111,0
602,89,0
602,90,0.81
260,89,0
260,90,0.8
128,89,0
128,90,0.7
126,89,0
126,90,0.2
3754,89,0
3754,90,48.5
3754,100,54.4
3754,110,59.9
3754,120,65
3754,130,69.7
3754,140,73.8
3754,150,77.6
3754,160,81.1
3754,170,84.3
3754,180,87.2
3754,190,89.9
3754,200,92.2
3754,210,94.4
3754,220,96.3
1898,89,0
1898,90,48.5
1898,100,54.4
1898,110,59.9
1898,120,65
1898,130,69.7
1898,140,73.8
1898,150,77.6
1898,160,81.1
1898,170,84.3
1898,180,87.2
1898,190,89.9
1898,200,92.2
1898,210,94.4
1898,220,96.3
3740,89,0
3740,90,48.5
3740,100,54.4
3740,110,59.9
3740,120,65
3740,130,69.7
3740,140,73.8
3740,150,77.6
3740,160,81.1
3740,170,84.3
3740,180,87.2
3740,190,89.9
3740,200,92.2
3740,210,94.4
3740,220,96.3
2847,89,0
2847,90,48.5
2847,100,54.4
2847,110,59.9
2847,120,65
2847,130,69.7
2847,140,73.8
2847,150,77.6
2847,160,81.1
2847,170,84.3
2847,180,87.2
2847,190,89.9
2847,200,92.2
2847,210,94.4
2847,220,96.3
1013,89,0
1013,90,48.5
1013,100,54.4
1013,110,59.9
1013,120,65
1013,130,69.7
1013,140,73.8
1013,150,77.6
1013,160,81.1
1013,170,84.3
1013,180,87.2
1013,190,89.9
1013,200,92.2
1013,210,94.4
1013,220,96.3
2730,89,0
2730,90,48.5
2730,100,54.4
2730,110,59.9
2730,120,65
2730,130,69.7
2730,140,73.8
2730,150,77.6
2730,160,81.1
2730,170,84.3
2730,180,87.2
2730,190,89.9
2730,200,92.2
2730,210,94.4
2730,220,96.3
2515,89,0
2515,90,48.5
2515,100,54.4
2515,110,59.9
2515,120,65
2515,130,69.7
2515,140,73.8
2515,150,77.6
2515,160,81.1
2515,170,84.3
2515,180,87.2
2515,190,89.9
2515,200,92.2
2515,210,94.4
2515,220,96.3
3314,89,0
3314,90,48.5
3314,100,54.4
3314,110,59.9
3314,120,65
3314,130,69.7
3314,140,73.8
3314,150,77.6
3314,160,81.1
3314,170,84.3
3314,180,87.2
3314,190,89.9
3314,200,92.2
3314,210,94.4
3314,220,96.3
2180,89,0
2180,90,48.5
2180,100,54.4
2180,110,59.9
2180,120,65
2180,130,69.7
2180,140,73.8
2180,150,77.6
2180,160,81.1
2180,170,84.3
2180,180,87.2
2180,190,89.9
2180,200,92.2
2180,210,94.4
2180,220,96.3
607,89,0
607,90,48.5
607,100,54.4
607,110,59.9
607,120,65
607,130,69.7
607,140,73.8
607,150,77.6
607,160,81.1
607,170,84.3
607,180,87.2
607,190,89.9
607,200,92.2
607,210,94.4
607,220,96.3
129,89,0
129,90,1
123,89,0
123,90,1
123,110,1
123,111,0
1196,89,0
1196,90,66.6
1196,100,75.4
1196,110,83.4
1196,120,90.9
1196,130,97.8
1196,140,104.1
1196,150,109.8
1196,160,115
2813,89,0
2813,90,87.1
2813,100,99.6
2813,110,111.2
2813,120,121.2
2813,130,130.5
2813,140,138.8
2813,150,146.4
2813,160,153.3
1216,89,0
1216,90,87.1
1216,100,99.6
1216,110,111.2
1216,120,121.2
1216,130,130.5
1216,140,138.8
1216,150,146.4
1216,160,153.3
945,89,0
945,90,87.1
945,100,99.6
945,110,111.2
945,120,121.2
945,130,130.5
945,140,138.8
945,150,146.4
945,160,153.3
3576,89,0
3576,90,87.1
3576,100,99.6
3576,110,111.2
3576,120,121.2
3576,130,130.5
3576,140,138.8
3576,150,146.4
3576,160,153.3
2806,89,0
2806,90,88.8
2806,100,100.5
2806,110,111.2
2806,120,121.2
2806,130,130.5
2806,140,138.8
2806,150,146.4
2806,160,153.3
1208,89,0
1208,90,88.8
1208,100,100.5
1208,110,111.2
1208,120,121.2
